TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EZTC3;15,44;8,92;6,92;0,68;0,49;37,76;25,19;29,61;8,13;8,94;0,81;0,07;2,05;1,22;-0,88;9,37;9,83;7,02;5,71;0,71;0,27;0,24;14,17;11,90;13.189.043,39;22,70;2,23;0,08;3.412.071.750,32
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;11,15;4,07;14,45;1,17;0,92;17,41;4,02;11,38;40,93;22,74;-7,01;-0,20;1,64;3,08;-1,59;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;2.077,75;9,54;0,77;0,73;2.861.894.750,00
FESA4;6,58;7,44;8,53;0,69;0,54;17,41;4,02;11,38;24,15;22,74;-7,01;-0,20;0,97;1,82;-0,94;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;1.632.452,83;9,54;0,77;0,43;2.861.894.750,00
FHER3;4,11;;-0,35;-0,20;0,07;3,26;-5,22;-14,16;-0,94;0,24;1,18;;0,05;-0,56;-0,26;0,87;-57,04;-18,75;47,70;-0,33;1,33;1,32;31,29;;17.453,96;-20,73;-11,83;-0,04;221.353.437,24
FICT3;3,27;;-6,00;-14,62;27,66;94,10;23,53;121,30;-30,94;-31,88;-0,94;;;-124,18;-32,69;0,41;-243,57;-460,83;1.174,00;-1,89;2,89;-3,80;;;35.159,83;-0,22;-0,54;0,03;143.429.410,35
FIEI3;20,00;;-73,07;0,64;0,46;55,07;-8,07;-32,63;-295,38;-380,18;-84,79;0,18;23,84;6,92;-0,57;1,54;-0,87;-0,63;-0,45;0,72;0,28;0,02;-40,55;;14.505,75;31,46;-0,27;0,78;48.443.060,00
FIGE3;11,94;;2,13;0,16;0,15;100,00;92,61;63,32;1,46;0,49;;;1,35;14.112,70;-0,15;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;0,00;75,50;5,60;0,11;9.457.960,56
FIGE4;0,00;;0,00;0,00;0,00;100,00;92,61;63,32;0,00;0,49;;;0,00;0,00;0,00;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;;75,50;5,60;0,00;9.457.960,56
FIQE3;4,37;6,16;8,88;1,25;0,69;50,88;26,25;16,54;5,60;6,43;0,83;0,19;1,47;7,99;-0,90;1,56;14,08;7,73;9,07;0,55;0,45;0,47;44,39;37,24;765.294,30;3,50;0,49;-0,27;1.582.156.791,33
FLEX3;0,00;;0,00;0,00;0,00;19,49;-100,31;-141,80;0,00;-0,43;-0,43;;0,00;0,00;0,00;0,11;-81,00;-290,31;83,68;-3,58;4,58;2,05;-5,08;;;-132,45;-107,28;0,00;0,00
FLRY3;15,49;6,39;13,98;1,58;0,65;26,92;15,06;7,73;7,18;9,95;2,78;0,61;1,08;3,23;-0,97;2,51;11,27;4,64;9,10;0,41;0,58;0,60;21,48;14,18;38.243.623,22;9,83;1,11;9,09;8.475.988.992,74
FNCN3;14,25;;-0,04;0,03;0,00;-82,62;-98,66;-59,20;-0,02;-0,02;;;0,02;0,01;-0,02;1,56;-65,31;-10,62;;0,16;0,84;0,18;187,45;;;555,08;-362,52;0,00;13.021.336,50
FRAS3;22,16;2,77;18,47;2,85;0,94;33,43;14,24;6,95;9,02;11,82;2,80;0,88;1,28;3,54;-1,79;2,24;15,40;5,07;12,27;0,33;0,67;0,73;23,77;55,58;6.881.052,87;7,79;1,20;-23,46;6.212.225.616,56
FRIO3;209,99;;129,01;3,76;0,67;17,24;7,81;0,43;7,06;10,70;3,64;1,94;0,55;4,47;-2,16;1,28;2,91;0,52;12,52;0,18;0,78;1,21;8,13;-14,03;10.499,50;55,90;1,63;-0,69;1.320.058.667,07
FRTA3;1,31;;-0,49;-0,04;0,09;16,57;-16,43;-72,29;-2,17;-56,86;-54,68;;0,36;-0,03;-0,10;0,03;-7,17;-17,77;17,57;-2,48;3,48;0,25;7,62;;;-36,95;-2,65;-0,11;2.690.223,86
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,68;;-7,57;0,26;0,24;100,00;312,74;381,68;-9,23;-11,20;-1,97;0,06;;-5,79;-0,24;0,12;-3,41;-3,20;-2,64;0,94;0,06;-0,01;;;28.788,09;6,50;-0,22;0,09;193.294.731,84
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;33,70;15,34;10,61;1,81;0,89;43,73;40,60;24,02;6,28;6,55;0,13;0,04;2,55;-13,18;-1,13;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;10.972,90;18,60;3,18;-0,87;3.255.430.042,62
GEPA4;34,86;14,83;10,97;1,87;0,93;43,73;40,60;24,02;6,49;6,55;0,13;0,04;2,64;-13,64;-1,17;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;27.898,06;18,60;3,18;-0,90;3.255.430.042,62
GETT11;10,00;;31,44;5,16;0,34;41,43;18,41;17,71;30,25;;0,99;0,17;5,57;13,05;-8,16;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;0,00;1,94;0,32;0,47;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;
GFSA3;6,63;;-1,99;0,04;0,01;-8,21;-3,09;-3,83;-2,47;-50,03;-47,56;0,71;0,08;0,06;-0,03;1,62;-1,86;-0,72;-4,60;0,39;0,61;0,19;20,38;;4.035.419,09;179,36;-3,33;0,11;74.005.498,71
GGBR3;15,49;4,13;9,54;0,57;0,36;12,41;8,66;4,73;5,21;7,27;1,52;0,17;0,45;1,43;-0,58;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;237.251,00;27,27;1,62;-0,27;34.381.514.952,81
GGBR4;17,95;3,57;11,06;0,66;0,42;12,41;8,66;4,73;6,04;7,27;1,52;0,17;0,52;1,66;-0,68;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;103.408.443,74;27,27;1,62;-0,31;34.381.514.952,81
GGPS3;18,59;1,74;19,38;3,37;0,89;14,47;8,31;3,91;9,12;10,75;1,63;0,60;0,76;3,01;-1,83;2,33;17,38;4,57;13,39;0,26;0,74;1,17;27,93;25,07;26.048.279,48;5,52;0,96;-6,76;12.590.648.250,18
GMAT3;6,21;3,92;9,87;1,37;0,68;22,93;6,92;4,14;5,91;6,37;0,46;0,11;0,41;2,06;-1,63;2,34;13,84;6,94;18,19;0,50;0,49;1,68;31,90;33,18;21.100.347,00;4,54;0,63;0,79;13.962.997.669,14
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,44;3,26;9,22;0,54;0,12;12,41;8,64;1,63;1,74;3,26;1,52;0,47;0,15;0,48;-0,19;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;173.323,35;19,50;1,13;-0,26;10.349.144.809,64
GOAU4;10,40;3,27;9,18;0,53;0,12;12,41;8,64;1,63;1,73;3,26;1,52;0,47;0,15;0,47;-0,19;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;34.701.839,91;19,50;1,13;-0,26;10.349.144.809,64
GOLL4;0,80;;-1.201,75;-462,30;280,60;24,31;-3,85;-29,13;-9.096,66;-1.209,69;-15,43;;350,11;-1.687,93;-406,79;0,65;-38,47;-23,35;-713,14;-0,61;1,61;0,80;6,65;;39.602.008,00;0,00;0,00;-8,45;962.683.405.967,82
GPAR3;15,05;;31,46;1,49;1,36;55,49;-7,86;114,89;-460,14;-369,10;91,04;-0,29;36,15;4,10;-2,08;27,17;4,74;4,33;-2,27;0,91;0,09;0,04;-31,17;-9,42;1.505,00;10,10;0,48;-0,39;1.199.131.355,10
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54
GRAO3;0,00;;0,00;0,00;0,00;4,40;3,89;1,28;0,00;1,51;1,51;1,18;0,00;0,00;0,00;0,92;25,93;4,44;21,91;0,17;0,76;3,46;41,49;84,79;;1,82;0,47;0,00;0,00
GRND3;4,95;11,78;5,51;1,11;1,00;47,38;19,68;29,72;8,32;5,85;-2,47;-0,33;1,64;1,79;-2,89;6,97;20,17;18,20;10,73;0,90;0,10;0,61;4,88;10,38;5.481.798,91;4,46;0,90;0,13;4.465.692.000,00
GSHP3;2,95;;-0,02;0,00;0,00;67,17;-47,19;-147,93;-0,06;-23,79;-23,72;;0,03;-0,11;-0,01;0,76;-20,54;-23,62;-13,47;-1,15;2,15;0,16;5,33;;1.943,73;-694,10;-142,56;0,00;5.689.868,55
GUAR3;9,35;1,26;11,34;0,84;0,34;59,87;8,46;4,05;5,42;6,32;0,90;0,14;0,46;1,70;-0,91;1,48;7,45;3,04;9,15;0,41;0,59;0,75;4,29;-7,03;6.789.770,61;11,07;0,82;0,04;4.667.520.000,00
HAGA3;1,82;;24,91;-0,42;0,32;21,27;-5,59;3,01;-13,44;7,85;17,69;;0,75;0,61;-2,91;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;2.517,00;-4,30;0,07;-0,33;15.866.666,91
HAGA4;1,09;;14,92;-0,25;0,19;21,27;-5,59;3,01;-8,05;7,85;17,69;;0,45;0,37;-1,74;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;7.863,45;-4,30;0,07;-0,20;15.866.666,91
HAPV3;33,30;;-34,97;0,34;0,23;13,87;4,65;-1,62;12,20;14,78;2,58;0,07;0,57;2,67;-0,27;2,05;-0,99;-0,64;2,16;0,65;0,35;0,40;38,69;;114.222.753,43;96,64;-0,95;2,26;16.737.608.437,20
HBOR3;3,29;3,07;8,77;0,30;0,07;33,57;16,64;4,06;2,14;9,57;7,43;1,05;0,36;0,24;-0,13;2,31;3,44;0,78;3,94;0,23;0,56;0,19;-0,32;;4.027.541,26;10,92;0,38;-1,88;440.370.026,88
HBRE3;4,23;;19,97;0,22;0,08;68,54;144,64;11,20;1,55;6,70;5,16;0,73;2,24;1,66;-0,09;1,87;1,09;0,42;5,77;0,39;0,44;0,04;19,12;-35,38;1.459.606,83;19,45;0,21;-0,25;436.489.389,63
HBSA3;3,87;;-13,48;2,39;0,77;20,12;-0,53;-23,61;-595,62;-894,66;-299,05;1,20;3,18;3,70;-1,17;2,49;-17,73;-5,68;-0,97;0,32;0,68;0,24;7,59;;5.047.231,39;1,62;-0,29;-0,23;5.264.680.828,41
HBTS3;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;
HBTS5;32,00;;9,05;0,44;0,17;26,86;24,34;41,66;15,49;;12,17;0,35;3,77;12,04;-0,19;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;13.958,80;72,20;3,54;-0,11;
HBTS6;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;
HETA3;96,00;;42,72;-0,14;4,29;100,00;87,16;26,19;12,84;89,81;85,10;;11,19;-12,01;-4,77;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;0,00;-686,97;2,25;-0,04;17.963.000,51
HETA4;4,51;;2,01;-0,01;0,20;100,00;87,16;26,19;0,60;89,81;85,10;;0,53;-0,56;-0,22;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;267,00;-686,97;2,25;0,00;17.963.000,51
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-13,60;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;68,48;77,70;58,28;0,00;0,01;-0,22;;0,00;0,00;0,00;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;;-1,88;5,98;0,00;33.156.874,80
HOOT4;4,20;;0,70;-2,24;0,15;68,48;77,70;58,28;0,53;0,01;-0,22;;0,41;-2,07;-0,18;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;22.731,65;-1,88;5,98;0,01;33.156.874,80
HYPE3;21,45;5,45;18,29;1,13;0,56;56,10;14,62;11,15;13,95;21,79;7,84;0,64;2,04;11,57;-0,73;1,26;6,19;3,06;-0,17;0,49;0,51;0,27;17,70;-8,60;40.002.971,17;18,93;1,17;-0,33;13.586.876.653,35
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;0,11;;-1,04;-1,22;0,17;30,28;-5,88;-24,94;-4,42;-20,04;-15,62;;0,26;1,00;-0,34;1,51;-117,38;-16,12;-9,03;-0,14;1,14;0,65;50,42;;456.395,39;-0,09;-0,11;0,01;246.275.822,10
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;34,62;23,30;-14,71;0,00;16,59;16,59;3,09;0,00;0,00;0,00;1,71;-11,74;-2,42;2,63;0,21;0,79;0,16;23,90;;;6,59;-0,77;0,00;0,00
IGTA3;33,00;;10,17;1,34;0,82;68,87;74,23;47,67;6,53;7,28;0,75;0,15;4,85;3,24;-1,19;5,84;13,20;8,09;11,02;0,61;0,39;0,17;7,14;11,55;;24,60;3,25;0,17;5.444.845.626,00
IGTI11;23,22;2,91;16,71;2,07;0,96;72,07;74,54;40,96;9,18;8,37;2,34;0,53;6,84;4,51;-1,36;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;33.053.591,65;11,23;1,39;0,25;6.132.611.676,60
IGTI3;2,76;3,49;5,96;0,74;0,34;72,07;74,54;40,96;3,27;8,37;2,34;0,53;2,44;1,61;-0,48;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;46.774,26;3,74;0,46;0,09;6.132.611.676,60
IGTI4;9,95;2,91;21,48;2,66;1,23;72,07;74,54;40,96;11,80;8,37;2,34;0,53;8,80;5,80;-1,74;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;4.495,00;3,74;0,46;0,33;6.132.611.676,60
INEP3;1,27;;-0,26;-0,04;0,06;-44,73;-3.320,19;-6.990,85;-0,55;-9,28;-8,74;;18,14;-0,05;-0,07;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;66.667,61;-32,43;-4,89;0,00;58.553.127,72
INEP4;1,26;;-0,26;-0,04;0,06;-44,73;-3.320,19;-6.990,85;-0,54;-9,28;-8,74;;18,00;-0,05;-0,07;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;35.569,74;-32,43;-4,89;0,00;58.553.127,72
INNT3;0,00;;0,00;0,00;0,00;29,85;18,14;11,79;0,00;3,47;3,47;1,37;0,00;0,00;0,00;1,39;25,68;4,35;14,83;0,17;0,83;0,37;10,46;6,39;;2,84;0,73;0,00;0,00
INTB3;11,21;4,34;8,07;1,19;0,70;29,25;9,42;9,68;8,30;8,63;0,33;0,05;0,78;1,53;-2,49;2,79;14,79;8,73;9,56;0,59;0,41;0,90;22,88;19,16;15.031.852,22;9,39;1,39;-0,41;3.672.520.543,10
IRBR3;46,54;;6,19;0,73;0,24;13,59;13,68;10,39;4,70;4,70;;;0,64;2,33;-0,38;1,39;11,82;3,90;;0,33;0,67;0,38;-1,73;-12,65;19.682.448,70;63,63;7,52;0,09;3.808.967.914,44
ISAE3;31,08;7,60;6,31;0,99;0,47;39,29;58,41;39,74;4,29;6,27;2,57;0,60;2,51;3,73;-0,55;5,95;15,76;7,39;11,34;0,47;0,52;0,19;19,24;13,00;38.672,52;31,27;4,93;0,29;17.663.455.172,88
ISAE4;24,06;9,81;4,88;0,77;0,36;39,29;58,41;39,74;3,32;6,27;2,57;0,60;1,94;2,88;-0,42;5,95;15,76;7,39;11,34;0,47;0,52;0,19;19,24;13,00;36.647.151,96;31,27;4,93;0,23;17.663.455.172,88
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,02;9,12;7,81;1,35;1,06;25,32;206,48;186,37;7,05;7,28;0,24;0,05;14,55;18,60;-1,20;2,00;17,33;13,60;16,21;0,78;0,18;0,07;10,46;8,52;777.757,78;8,15;1,41;0,92;121.079.635.794,94
ITSA4;11,01;9,23;7,80;1,35;1,06;25,32;206,48;186,37;7,04;7,28;0,24;0,05;14,53;18,58;-1,20;2,00;17,33;13,60;16,21;0,78;0,18;0,07;10,46;8,52;163.200.182,04;8,15;1,41;0,92;121.079.635.794,94
ITUB3;33,19;8,47;8,35;1,72;0,12;36,48;12,35;11,60;7,84;8,34;;;0,97;-1,47;-0,13;0,12;20,54;1,49;;0,07;0,92;0,13;11,68;9,58;12.825.556,78;19,34;3,97;0,53;380.646.807.045,65
ITUB4;37,45;7,50;9,43;1,94;0,14;36,48;12,35;11,60;8,85;8,34;;;1,09;-1,65;-0,14;0,12;20,54;1,49;;0,07;0,92;0,13;11,68;9,58;453.147.762,39;19,34;3,97;0,60;380.646.807.045,65
JALL3;2,54;;-11,42;0,38;0,11;14,93;6,42;-2,77;4,92;26,03;21,10;1,65;0,32;0,62;-0,16;2,19;-3,37;-0,95;0,62;0,28;0,72;0,34;21,27;;2.109.385,13;6,60;-0,22;0,04;770.996.334,56
JBSS3;69,56;5,75;4,94;1,32;0,26;14,55;5,60;2,65;2,34;5,84;3,50;1,97;0,13;1,98;-0,43;1,54;26,62;5,35;13,36;0,20;0,78;2,02;15,31;15,02;84.679.589,30;52,84;14,07;0,02;60.392.286.030,12
JFEN3;1,50;;-0,08;-0,20;0,02;-31,24;-104,02;-124,09;-0,09;-1,41;-1,32;;0,10;0,07;-0,29;1,66;-257,98;-31,33;-270,71;-0,12;1,25;0,25;-0,91;;10.546,91;-7,45;-19,23;0,00;19.204.117,50
JHSF3;6,10;6,11;3,64;0,69;0,27;58,86;92,95;62,89;2,46;4,45;1,99;0,56;2,29;1,25;-0,42;2,48;19,08;7,39;11,41;0,39;0,59;0,12;20,35;28,82;19.626.039,30;8,79;1,68;0,04;4.156.068.811,60
JOPA3;20,11;3,15;30,09;0,35;0,09;20,64;3,69;0,34;2,79;9,66;6,86;0,87;0,10;0,29;-0,34;1,83;1,17;0,31;3,42;0,27;0,66;0,92;12,67;-7,92;402,20;57,01;0,67;-0,39;213.322.301,23
JOPA4;24,00;2,90;35,91;0,42;0,11;20,64;3,69;0,34;3,33;9,66;6,86;0,87;0,12;0,35;-0,40;1,83;1,17;0,31;3,42;0,27;0,66;0,92;12,67;-7,92;0,00;57,01;0,67;-0,46;213.322.301,23
JSLG3;5,52;7,62;13,19;0,87;0,13;16,31;11,79;1,26;1,41;7,30;5,89;3,64;0,17;0,70;-0,21;1,99;6,59;0,98;10,77;0,15;0,85;0,78;23,90;-11,91;2.326.131,96;6,35;0,42;-0,24;1.581.099.550,56
KEPL3;7,12;9,99;8,53;1,76;0,84;26,76;14,50;9,57;5,63;5,57;-0,06;-0,02;0,82;2,57;-2,47;1,98;20,58;9,83;14,69;0,48;0,52;1,03;22,47;31,90;4.554.964,04;4,06;0,83;-0,20;1.279.607.325,60
KLBN11;17,53;6,19;10,37;2,13;0,36;38,55;23,12;10,26;4,60;10,52;5,92;2,74;1,06;2,72;-0,48;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;66.546.690,22;8,25;1,69;0,34;21.665.965.200,69
KLBN3;3,53;6,15;10,44;2,14;0,36;38,55;23,12;10,26;4,63;10,52;5,92;2,74;1,07;2,74;-0,48;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;1.564.934,35;1,65;0,34;0,34;21.665.965.200,69
KLBN4;3,50;6,21;10,35;2,12;0,36;38,55;23,12;10,26;4,59;10,52;5,92;2,74;1,06;2,71;-0,48;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;7.890.054,74;1,65;0,34;0,34;21.665.965.200,69
KRSA3;8,87;;-2,43;1,05;0,14;19,17;11,61;-12,36;2,59;13,65;11,06;4,48;0,30;1,30;-0,20;1,59;-43,14;-5,84;6,50;0,14;0,84;0,47;38,69;;0,00;8,46;-3,65;-0,02;685.959.729,22
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;7,88;0,92;46,47;1,04;0,82;94,68;31,58;18,95;27,89;28,88;0,99;0,04;8,81;-31,59;-0,85;0,57;2,23;1,77;3,43;0,79;0,21;0,09;13,88;-0,99;202.352,96;7,61;0,17;-1,15;758.268.460,56
LAVV3;13,51;7,93;6,41;1,69;0,69;34,87;27,13;23,08;5,45;5,57;0,12;0,04;1,48;1,26;-2,65;3,84;26,35;10,76;16,36;0,41;0,53;0,47;51,55;56,25;5.558.566,87;8,00;2,11;0,13;2.640.318.095,52
LCAM3;24,15;;8,39;1,13;0,79;21,34;14,36;18,40;10,75;8,49;-2,27;-0,24;1,54;2,97;-1,15;6,45;13,49;9,38;-11,87;0,70;0,18;0,51;12,12;34,05;;21,32;2,88;0,11;12.285.815.275,65
LEVE3;27,11;9,73;6,83;4,97;0,98;27,03;16,49;10,54;4,37;5,77;1,40;1,60;0,72;6,40;-2,56;1,33;72,76;14,41;24,34;0,20;0,80;1,37;12,53;15,73;5.268.359,30;5,45;3,97;-0,37;3.674.462.290,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;5,09;;0,78;0,34;0,07;17,07;9,25;16,10;1,36;6,01;4,64;1,16;0,13;2,25;-0,10;1,15;43,31;9,25;6,51;0,21;0,79;0,57;2,13;12,76;3.765.300,22;15,00;6,50;0,00;1.896.306.599,16
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;36,01;1,99;16,64;1,82;1,71;;;;19,65;16,43;-3,21;-0,30;;6,65;-2,46;6,18;10,96;10,25;7,90;0,94;0,06;0,00;;;3.601,00;19,74;2,16;0,37;423.653.652,89
LJQQ3;2,14;4,85;-5,94;0,90;0,12;33,75;2,23;-2,68;7,16;5,09;-2,07;-0,26;0,16;0,41;-0,43;1,65;-15,22;-1,99;5,08;0,13;0,87;0,74;14,68;;3.808.852,78;2,37;-0,36;0,02;442.802.942,82
LOGG3;21,85;10,03;5,19;0,51;0,27;97,69;232,52;161,21;3,60;7,52;3,92;0,56;8,37;3,07;-0,34;1,70;9,88;5,16;7,94;0,52;0,48;0,03;11,41;32,59;4.282.590,83;42,57;4,21;0,14;1.919.722.514,90
LOGN3;27,50;;32,98;2,82;0,74;16,12;13,36;3,07;7,58;11,15;3,57;1,33;1,01;20,18;-1,02;1,16;8,56;2,26;9,52;0,26;0,74;0,74;21,58;51,73;574.469,61;9,75;0,83;0,10;2.950.928.365,00
LPSB3;1,24;5,87;6,38;0,75;0,45;79,51;22,15;13,73;3,96;2,43;-1,53;-0,29;0,88;3,37;-0,64;1,83;11,81;7,10;12,53;0,60;0,42;0,52;5,45;;123.285,74;1,64;0,19;0,37;182.967.742,44
LREN3;14,23;5,49;11,02;1,46;0,81;61,17;10,75;8,86;9,09;8,37;-0,72;-0,12;0,98;3,22;-1,95;1,74;13,28;7,30;12,79;0,55;0,45;0,82;8,53;4,47;166.464.038,09;9,72;1,29;0,59;15.081.479.684,66
LTEL3B;86,61;0,72;37,92;4,84;4,84;;;;38,52;38,47;-0,05;-0,01;;507,51;-4,89;26,66;12,77;12,76;12,54;1,00;0,00;0,00;;10,28;;17,89;2,28;-0,85;18.664.056.853,83
LUPA3;0,96;;-1,78;0,42;0,09;17,87;18,99;-29,15;2,74;13,52;10,78;1,66;0,52;-1,68;-0,12;0,83;-23,58;-5,12;4,72;0,22;0,78;0,18;30,38;;39.196,91;2,28;-0,54;0,01;44.820.186,24
