TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
MRSA6B;44,50;2,35;9,95;1,73;0,66;44,64;36,24;20,85;5,72;6,92;1,85;0,56;2,07;6,93;-0,88;1,62;17,39;6,64;8,93;0,38;0,62;0,32;17,02;24,60;5.087,25;25,72;4,47;1,62;13.331.870.559,00
MRVE3;7,72;;-3,26;0,83;0,15;28,66;-1,64;-13,02;-25,84;-73,61;-47,77;1,53;0,42;0,59;-0,34;1,87;-25,34;-4,69;-3,04;0,18;0,79;0,36;8,27;;59.713.545,26;9,35;-2,37;-0,01;4.345.021.900,12
MSPA3;46,50;;-22,44;0,37;0,21;38,12;10,92;-7,44;15,29;23,73;8,72;0,21;1,67;25,74;-0,23;1,10;-1,63;-0,92;0,81;0,57;0,43;0,12;6,03;;102.300,00;127,09;-2,07;4,92;292.415.600,50
MSPA4;39,50;;-19,06;0,31;0,18;38,12;10,92;-7,44;12,99;23,73;8,72;0,21;1,42;21,87;-0,19;1,10;-1,63;-0,92;0,81;0,57;0,43;0,12;6,03;;19.337,50;127,09;-2,07;4,18;292.415.600,50
MSRO3;702,50;;-1.898,58;318,16;75,10;34,18;16,85;-8,57;965,80;973,34;7,54;2,49;162,71;-165,74;-97,42;0,34;-16,76;-3,96;7,19;0,24;0,76;0,46;6,40;;;2,21;-0,37;-10,72;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-16,12;-64,07;-113,09;0,00;-1,28;-1,17;;0,00;0,00;0,00;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;0,00;3.700.608,00
MTIG4;23,00;;-49,52;-359,15;36,91;-16,12;-64,07;-113,09;-87,41;-1,28;-1,17;;56,00;-50,93;-50,15;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;-0,09;3.700.608,00
MTRE3;3,65;13,86;7,88;0,39;0,17;25,58;7,99;4,49;4,43;10,23;5,80;0,51;0,35;0,39;-0,73;2,32;4,95;2,17;3,77;0,44;0,54;0,48;30,48;8,93;1.944.606,16;9,35;0,46;0,70;386.078.093,00
MTSA3;75,49;5,56;16,17;1,41;1,16;23,32;7,27;7,54;16,77;9,94;-3,74;-0,31;1,22;1,91;-4,91;4,96;8,71;7,18;1,70;0,82;0,18;0,95;11,91;17,91;7.600,00;53,60;4,67;-1,73;541.462.793,70
MTSA4;48,82;9,46;10,46;0,91;0,75;23,32;7,27;7,54;10,85;9,94;-3,74;-0,31;0,79;1,23;-3,18;4,96;8,71;7,18;1,70;0,82;0,18;0,95;11,91;17,91;148.606,79;53,60;4,67;-1,12;541.462.793,70
MULT3;27,04;3,78;11,26;2,31;1,08;80,37;65,72;44,42;7,61;10,04;2,43;0,74;5,00;17,80;-1,31;1,55;20,47;9,62;14,77;0,47;0,53;0,22;14,28;21,20;103.235.563,68;11,73;2,40;1,26;13.875.946.475,04
MWET3;16,00;;4,28;3,91;0,10;8,99;23,00;3,43;0,64;2,47;2,03;12,45;0,15;-1,60;-0,17;0,86;91,35;2,40;32,41;0,03;0,97;0,70;9,33;;1.600,00;4,09;3,74;-0,03;22.816.393,26
MWET4;8,63;;2,31;2,11;0,06;8,99;23,00;3,43;0,34;2,47;2,03;12,45;0,08;-0,86;-0,09;0,86;91,35;2,40;32,41;0,03;0,97;0,70;9,33;;9.856,80;4,09;3,74;-0,02;22.816.393,26
MYPK3;9,82;5,11;7,50;0,36;0,10;12,20;6,30;1,28;1,52;5,55;4,03;0,95;0,10;0,54;-0,19;1,74;4,79;1,39;8,63;0,29;0,68;1,09;8,89;-9,83;12.793.876,74;27,31;1,31;1,15;1.509.526.481,82
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NATU3;7,20;;-7,13;0,76;0,34;66,33;4,96;-6,22;8,94;12,62;3,68;0,31;0,44;2,10;-0,59;1,63;-10,65;-4,78;2,42;0,45;0,55;0,77;;;62.815.719,26;9,49;-1,01;-0,02;9.896.815.130,40
NEMO3;0,00;;0,00;0,00;0,00;34,44;22,49;3,69;0,00;6,02;6,02;5,14;0,00;0,00;0,00;3,20;13,99;1,15;6,48;0,08;0,72;0,31;12,75;;;12,23;1,71;0,00;0,00
NEMO4;0,00;;0,00;0,00;0,00;34,44;22,49;3,69;0,00;6,02;6,02;5,14;0,00;0,00;0,00;3,20;13,99;1,15;6,48;0,08;0,72;0,31;12,75;;;12,23;1,71;0,00;0,00
NEMO5;52,97;;30,97;4,33;0,36;34,44;22,49;3,69;5,07;6,02;6,02;5,14;1,14;1,99;-0,48;3,20;13,99;1,15;6,48;0,08;0,72;0,31;12,75;;;12,23;1,71;0,54;0,00
NEMO6;0,00;;0,00;0,00;0,00;34,44;22,49;3,69;0,00;6,02;6,02;5,14;0,00;0,00;0,00;3,20;13,99;1,15;6,48;0,08;0,72;0,31;12,75;;;12,23;1,71;0,00;0,00
NEOE3;31,70;4,35;8,73;1,06;0,34;26,84;19,94;8,44;3,69;8,21;4,51;1,30;0,74;9,55;-0,42;1,23;12,18;3,88;11,42;0,32;0,68;0,46;11,47;14,61;96.045.750,00;29,82;3,63;0,50;38.477.372.761,60
NEXP3;2,89;;0,12;-0,09;0,29;46,99;124,82;72,30;0,07;0,05;-0,02;;0,09;-0,10;-0,56;0,14;-75,94;242,13;-128,92;-3,19;4,18;3,35;-3,43;;29.664,00;-31,29;23,77;0,00;7.674.594,41
NGRD3;27,78;;-12,89;0,57;0,44;59,18;-8,15;-7,15;-11,31;-6,41;4,90;-0,25;0,92;1,91;-0,68;2,83;-4,44;-3,40;-5,73;0,77;0,23;0,48;5,77;;413.537,32;48,55;-2,16;-0,20;253.935.424,32
NORD3;4,10;;0,72;-0,21;1,39;90,53;1.236,98;1.455,20;0,84;2,06;1,22;;10,41;-0,22;-1,52;0,01;-29,93;194,45;-25,85;-6,50;7,50;0,13;13,33;;2.643,22;-19,14;5,73;0,00;27.148.092,60
NRTQ3;0,00;;0,00;0,00;0,00;27,60;9,33;3,53;0,00;3,18;3,18;0,29;0,00;0,00;0,00;4,62;3,50;2,19;4,71;0,62;0,38;0,62;7,47;-12,02;;20,02;0,70;0,00;0,00
NTCO3;11,05;;-2,14;1,01;0,44;66,36;6,37;-33,04;11,11;14,05;2,94;0,27;0,71;1,99;-0,95;1,68;-47,14;-20,34;5,69;0,43;0,57;0,62;10,77;;76.344.659,00;10,94;-5,16;0,01;15.188.862.109,85
NUTR3;2,61;;8,38;0,80;0,27;14,66;5,33;1,80;2,83;4,44;1,61;0,45;0,15;1,09;-0,94;1,53;9,55;3,21;15,44;0,34;0,66;1,78;25,86;-34,59;9.626,68;3,26;0,31;-0,18;34.567.884,00
OBTC3;9,81;;;;;;;;;;;;;;;;;;;;;;;;2.536.850,79;;;;0,00
ODER3;0,00;;0,00;0,00;0,00;30,39;14,56;7,52;0,00;;2,49;0,41;0,00;0,00;0,00;3,92;8,41;4,40;3,97;0,52;0,48;0,59;11,90;18,68;;51,32;4,32;0,00;
ODER4;97,78;0,72;22,65;1,91;1,00;30,39;14,56;7,52;11,70;;2,49;0,41;1,70;1,97;-3,12;3,92;8,41;4,40;3,97;0,52;0,48;0,59;11,90;18,68;0,00;51,32;4,32;0,34;
ODPV3;11,20;8,59;10,64;4,74;2,72;36,85;32,16;23,99;7,94;7,12;-0,82;-0,49;2,55;-89,83;-4,10;0,92;44,52;25,55;24,96;0,57;0,43;1,06;4,75;15,07;27.897.637,53;2,36;1,05;1,62;6.113.243.203,20
OFSA3;22,60;4,78;8,47;1,71;0,84;50,93;76,53;12,50;1,38;1,71;0,33;0,41;1,06;1,72;-2,49;3,72;20,21;9,86;69,05;0,49;0,51;0,79;10,59;25,49;289.913,89;13,21;2,67;0,15;1.219.247.535,60
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;0,17;;-0,03;0,00;0,00;-830,11;-402,10;-808,94;-0,06;-11,03;-10,96;;0,25;-0,02;0,00;0,59;-11,89;-9,84;21,85;-0,83;1,83;0,01;-30,86;;1.178.398,74;-46,94;-5,58;0,00;59.054.421,38
OIBR4;2,03;;-0,36;-0,04;0,04;-830,11;-402,10;-808,94;-0,73;-11,03;-10,96;;2,94;-0,21;-0,05;0,59;-11,89;-9,84;21,85;-0,83;1,83;0,01;-30,86;;45.495,11;-46,94;-5,58;0,00;59.054.421,38
OMGE3;27,57;;8,07;1.070,88;385,31;32,08;37,94;18,16;3,86;3,87;0,00;1,16;1,47;3.102,14;-529,98;1,83;13.268,77;4.774,24;10.221,16;0,36;0,64;262,92;30,00;90,67;;0,03;3,42;0,03;5.521.562.588,85
ONCO3;2,72;;-1,10;3,17;0,37;30,46;-34,16;-47,38;-1,52;-3,68;-2,16;4,52;0,52;9,23;-0,60;1,12;-289,63;-34,22;-35,27;0,12;0,85;0,72;;;12.604.963,05;0,86;-2,48;0,00;3.081.568.223,68
OPCT3;8,28;;27,90;1,72;0,52;26,92;15,46;2,91;5,25;8,94;3,69;1,21;0,81;2,22;-0,84;2,67;6,15;1,88;8,37;0,31;0,69;0,65;31,17;43,90;4.583.737,68;4,82;0,30;0,24;1.655.665.107,12
ORVR3;69,42;;220,41;4,68;1,58;45,25;26,80;2,98;24,50;28,44;3,93;0,75;6,57;6,97;-2,41;2,93;2,13;0,72;6,85;0,34;0,64;0,24;21,01;59,79;56.104.117,89;14,82;0,32;-2,72;6.673.127.384,82
OSXB3;2,09;;0,00;0,00;0,00;98,59;-1.221,37;-1.798,63;-0,01;-7,68;-7,67;;0,08;-0,01;0,00;0,04;-15,92;-95,45;91,28;-6,00;7,01;0,05;39,92;;1.776,78;-2.835,21;-451,32;0,00;6.579.399,42
PARD3;20,25;;36,76;5,30;2,10;26,45;13,31;6,98;19,27;19,93;0,66;0,18;2,57;-54,06;-3,28;0,90;14,42;5,70;13,10;0,40;0,60;0,82;13,44;2,56;;3,82;0,55;-1,04;5.403.493.010,25
PATI3;29,40;2,69;15,86;0,90;0,46;11,24;4,29;2,16;7,98;7,74;-0,29;-0,03;0,34;1,21;-1,67;2,14;5,69;2,92;5,09;0,51;0,49;1,35;14,96;20,00;6.929,22;32,55;1,85;-0,37;708.327.964,20
PATI4;34,00;5,67;18,34;1,04;0,54;11,24;4,29;2,16;9,23;7,74;-0,29;-0,03;0,40;1,40;-1,93;2,14;5,69;2,92;5,09;0,51;0,49;1,35;14,96;20,00;25.662,00;32,55;1,85;-0,42;708.327.964,20
PCAR3;3,96;;-1,43;0,72;0,11;27,42;-1,02;-7,06;-9,87;-23,40;-13,54;0,99;0,10;-0,96;-0,15;0,70;-50,45;-7,47;-20,88;0,15;0,85;1,06;-19,80;;31.965.468,47;5,48;-2,76;0,09;1.943.555.969,52
PCAR4;72,11;;-26,10;13,17;1,95;27,42;-1,02;-7,06;-179,65;-23,40;-13,54;0,99;1,84;-17,41;-2,66;0,70;-50,45;-7,47;-20,88;0,15;0,85;1,06;-19,80;;;5,48;-2,76;1,68;1.943.555.969,52
PDGR3;1,48;;-0,03;0,00;0,01;28,38;-44,26;-181,12;-0,11;-9,37;-9,26;;0,05;-0,01;-0,03;0,34;-5,25;-35,45;1,52;-6,76;7,91;0,20;-16,76;;391.978,26;-1.035,83;-54,35;0,00;4.865.479,28
PDTC3;1,31;;5,92;0,84;0,17;95,94;118,52;90,78;4,53;15,35;10,81;2,01;5,37;0,44;-0,39;2,97;14,26;2,79;5,34;0,20;0,80;0,03;;26,45;99.753,84;1,55;0,22;-0,03;104.105.210,06
PEAB3;39,00;3,03;21,60;0,78;0,55;53,55;25,17;28,45;24,41;24,25;-0,15;0,00;6,15;3,99;-0,67;4,51;3,61;2,56;2,49;0,71;0,29;0,09;-26,42;-6,41;28.028,71;50,03;1,81;-4,77;707.331.768,88
PEAB4;38,99;3,34;21,60;0,78;0,55;53,55;25,17;28,45;24,40;24,25;-0,15;0,00;6,14;3,99;-0,67;4,51;3,61;2,56;2,49;0,71;0,29;0,09;-26,42;-6,41;15.587,77;50,03;1,81;-4,77;707.331.768,88
PETR3;32,30;10,13;5,37;0,98;0,34;48,15;26,52;15,77;3,19;5,54;2,41;0,74;0,85;-12,61;-0,39;0,82;18,33;6,40;7,19;0,35;0,65;0,41;10,18;14,07;392.207.264,37;32,81;6,01;-0,63;407.646.130.987,69
PETR4;30,71;10,66;5,11;0,94;0,33;48,15;26,52;15,77;3,04;5,54;2,41;0,74;0,81;-11,99;-0,37;0,82;18,33;6,40;7,19;0,35;0,65;0,41;10,18;14,07;1.121.890.281,58;32,81;6,01;-0,60;407.646.130.987,69
PETZ3;4,39;;543,35;1,15;0,50;47,16;3,45;0,10;16,36;15,70;-0,66;-0,05;0,56;3,12;-0,82;1,71;0,21;0,09;5,31;0,44;0,56;0,89;27,50;-31,16;48.004.314,37;3,80;0,01;-16,80;1.980.504.204,90
PFRM3;8,48;3,85;9,08;0,76;0,19;14,97;2,80;1,03;3,32;4,99;1,67;0,38;0,09;1,17;-0,63;1,29;8,35;2,05;11,63;0,25;0,70;2,00;16,16;57,39;2.431.817,84;11,19;0,93;1,19;1.049.932.315,04
PGMN3;6,25;8,17;21,41;1,45;0,45;32,00;5,40;1,36;5,38;7,51;2,13;0,58;0,29;2,23;-1,00;1,57;6,78;2,09;14,33;0,31;0,69;1,54;14,51;;32.447.235,53;4,30;0,29;1,23;4.141.707.250,00
PINE3;13,00;4,94;10,22;2,42;0,10;20,37;5,51;5,44;10,11;10,16;;;0,56;-1,51;-0,10;0,11;23,67;1,01;;0,04;0,96;0,19;25,71;;39.561,42;5,37;1,27;0,06;3.038.860.795,60
PINE4;13,15;4,89;10,34;2,45;0,10;20,37;5,51;5,44;10,22;10,16;;;0,56;-1,53;-0,11;0,11;23,67;1,01;;0,04;0,96;0,19;25,71;;4.420.078,74;5,37;1,27;0,06;3.038.860.795,60
PLAS3;4,99;;-0,35;-0,09;0,10;11,92;-2,11;-15,06;-2,51;-13,72;-11,21;;0,05;-0,14;-0,15;0,32;-26,14;-27,89;12,67;-1,07;2,07;1,85;22,66;;406,29;-54,21;-14,17;-0,01;62.002.835,82
PLPL3;13,06;11,46;8,42;2,69;0,70;32,41;16,04;10,98;5,77;5,93;0,16;0,08;0,93;1,10;-5,12;3,70;31,96;8,26;18,07;0,26;0,72;0,75;29,22;25,34;19.442.750,32;4,85;1,55;-1,24;2.662.947.060,00
PMAM3;0,72;;-0,06;-0,01;0,06;-30,88;-74,88;-283,89;-0,21;-13,17;-12,96;;0,16;-0,01;-0,07;0,05;-23,04;-98,35;29,61;-4,27;5,27;0,35;-38,50;;1.591.413,84;-55,24;-12,73;0,02;86.789.949,12
PNVL3;12,11;1,63;16,14;1,44;0,51;32,22;4,47;2,13;7,70;11,98;4,28;0,80;0,34;1,78;-1,27;1,91;8,93;3,15;7,43;0,35;0,65;1,48;12,65;8,01;8.305.769,47;8,41;0,75;1,80;1.821.071.294,91
PNVL4;18,62;;24,82;2,21;0,78;32,22;4,47;2,13;11,84;11,98;4,28;0,80;0,53;2,74;-1,95;1,91;8,93;3,15;7,43;0,35;0,65;1,48;12,65;8,01;;8,41;0,75;2,77;1.821.071.294,91
POMO3;5,55;22,70;5,77;1,60;0,71;25,19;15,10;13,14;5,02;6,12;0,92;0,29;0,76;2,42;-1,85;1,91;27,78;12,30;12,81;0,44;0,55;0,94;14,78;42,97;7.022.341,79;3,46;0,96;1,51;7.200.591.611,58
POMO4;5,88;21,43;6,11;1,70;0,75;25,19;15,10;13,14;5,32;6,12;0,92;0,29;0,80;2,56;-1,96;1,91;27,78;12,30;12,81;0,44;0,55;0,94;14,78;42,97;79.640.386,63;3,46;0,96;1,60;7.200.591.611,58
PORT3;18,76;4,10;12,36;3,01;1,30;48,59;33,87;21,21;7,74;9,79;2,05;0,80;2,62;-299,82;-1,57;0,97;24,37;10,56;15,74;0,43;0,57;0,50;12,80;42,19;1.155.515,00;6,23;1,52;0,30;8.309.402.444,00
POSI3;4,11;6,66;-1.471,71;0,37;0,13;25,60;6,45;-0,01;2,64;5,08;2,44;0,34;0,17;0,49;-0,39;1,69;-0,02;-0,01;6,90;0,36;0,64;0,77;14,00;;4.519.841,32;11,26;0,00;14,69;582.798.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;80,13;1,58;0,07;0,05;;;;1,45;-0,40;-1,85;-0,09;;0,77;-0,05;80,81;4,38;3,14;3,76;0,72;0,28;0,00;;35,18;;211,21;9,25;0,06;3.241.200,00
PPAR4;0,00;;0,00;0,00;0,00;;;;0,00;-0,40;-1,85;-0,09;;0,00;0,00;80,81;4,38;3,14;3,76;0,72;0,28;0,00;;35,18;;211,21;9,25;0,00;3.241.200,00
PPLA11;0,79;;0,37;222,36;2,72;;;;0,37;0,37;0,00;0,00;;;-222,36;1,00;59.960,00;732,11;59.960,00;0,01;0,99;0,00;;;564,95;0,00;2,13;0,00;2.223.586,14
PRIO3;41,76;;3,63;1,40;0,61;30,43;22,33;70,19;11,40;17,00;5,60;0,69;2,54;4,89;-0,79;2,21;38,74;16,83;-10,36;0,43;0,57;0,24;54,25;73,69;310.881.991,89;29,74;11,52;0,03;36.439.509.905,28
PRNR3;15,93;0,32;157,28;1,84;0,58;21,33;7,48;0,38;8,00;9,80;1,80;0,42;0,60;1,65;-1,45;2,42;1,17;0,37;8,24;0,32;0,67;0,97;25,85;;5.668.298,58;8,64;0,10;0,73;903.561.659,01
PSSA3;48,13;5,39;9,69;2,09;0,58;100,00;8,32;8,35;9,71;5,62;-4,09;-0,88;0,81;4,71;-1,45;1,26;21,54;6,02;11,95;0,28;0,72;0,72;14,28;18,43;92.251.412,05;23,07;4,97;0,47;31.120.187.067,80
PTBL3;3,21;;-2,38;2,33;0,13;35,85;4,09;-7,34;4,26;13,99;9,73;5,31;0,17;-7,63;-0,20;0,96;-97,87;-5,34;5,87;0,05;0,95;0,73;16,66;;458.785,42;1,38;-1,35;0,00;452.567.904,06
PTCA11;0,00;;0,00;0,00;0,00;47,58;10,09;6,67;0,00;1,72;1,72;0,56;0,00;0,00;0,00;1,95;21,49;8,56;14,16;0,40;0,60;1,28;19,72;24,80;;33,71;7,25;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;47,58;10,09;6,67;0,00;1,72;1,72;0,56;0,00;0,00;0,00;1,95;21,49;8,56;14,16;0,40;0,60;1,28;19,72;24,80;;33,71;7,25;0,00;0,00
PTNT3;8,77;3,02;10,15;0,83;0,41;14,64;4,81;4,96;10,45;10,34;3,24;0,26;0,50;1,24;-0,93;2,48;8,13;4,05;-0,07;0,50;0,50;0,82;12,50;;6.979,22;10,62;0,86;0,20;286.202.939,68
PTNT4;4,55;;5,27;0,43;0,21;14,64;4,81;4,96;5,42;10,34;3,24;0,26;0,26;0,64;-0,48;2,48;8,13;4,05;-0,07;0,50;0,50;0,82;12,50;;19.568,21;10,62;0,86;0,10;286.202.939,68
QUAL3;2,31;0,24;67,23;0,49;0,17;86,26;13,14;0,66;3,38;8,18;4,79;0,70;0,44;-2,10;-0,26;0,81;0,74;0,25;6,84;0,34;0,66;0,38;-4,63;-52,24;6.282.194,00;4,67;0,03;-0,60;656.073.090,75
QUSW3;0,00;;0,00;0,00;0,00;86,20;48,58;34,42;0,00;1,16;1,16;0,38;0,00;0,00;0,00;1,09;23,38;9,48;13,54;0,41;0,59;0,28;-12,03;66,13;;138,25;32,33;0,00;0,00
QVQP3B;0,28;;-63.883,56;100.388,46;100.388,46;;;;-59.384,72;-59.384,16;0,56;-0,94;;100.388,46;;;-157,14;-157,14;-169,05;1,00;0,00;0,00;;;0,00;0,00;0,00;-20.442,74;8.432.630.320,52
RADL3;23,69;1,90;30,93;5,93;1,74;29,34;6,01;3,18;16,35;17,43;1,08;0,39;0,98;10,69;-4,12;1,39;19,19;5,63;22,56;0,29;0,71;1,77;17,22;11,69;197.738.885,53;3,99;0,77;1,48;41.513.582.379,36
RAIL3;14,75;5,49;73,38;1,99;0,53;45,83;29,88;2,68;6,57;10,49;3,91;1,18;1,96;7,61;-0,65;1,66;2,71;0,72;9,34;0,27;0,73;0,27;14,48;-13,65;267.034.820,00;7,43;0,20;-0,48;27.417.722.100,75
RAIZ4;0,80;;-0,89;0,46;0,06;4,03;-0,05;-3,89;-75,26;-499,59;-424,33;2,57;0,03;0,55;-0,10;1,33;-51,13;-6,59;-0,66;0,13;0,87;1,69;20,39;;17.424.073,84;1,76;-0,90;0,00;8.282.007.587,20
RANI3;8,69;8,44;5,13;1,40;0,53;41,53;25,36;23,03;4,66;7,17;2,51;0,75;1,18;2,44;-0,80;2,85;27,22;10,32;12,02;0,38;0,62;0,45;12,61;;4.870.296,47;6,22;1,69;0,02;2.003.055.593,11
RANI4;5,50;;3,25;0,88;0,34;41,53;25,36;23,03;2,95;7,17;2,51;0,75;0,75;1,55;-0,50;2,85;27,22;10,32;12,02;0,38;0,62;0,45;12,61;;;6,22;1,69;0,02;2.003.055.593,11
RAPT3;5,74;0,81;20,41;0,61;0,11;25,86;8,70;0,75;1,75;7,53;5,84;2,04;0,15;0,37;-0,24;2,23;2,99;0,53;8,18;0,18;0,74;0,72;18,53;-16,86;136.223,37;9,39;0,28;-0,29;1.944.732.446,30
RAPT4;5,46;0,86;19,42;0,58;0,10;25,86;8,70;0,75;1,66;7,53;5,84;2,04;0,14;0,35;-0,22;2,23;2,99;0,53;8,18;0,18;0,74;0,72;18,53;-16,86;24.793.325,26;9,39;0,28;-0,27;1.944.732.446,30
RCSL3;2,31;;-3,59;-2,70;1,91;-2,33;-459,38;-627,21;-4,90;-11,93;0,01;;22,50;-3,15;-2,94;0,37;-75,38;-53,13;55,20;-0,70;1,70;0,08;1,25;;1.924.044,42;-0,85;-0,64;-0,06;179.090.004,96
RCSL4;7,30;;-11,34;-8,55;6,02;-2,33;-459,38;-627,21;-15,48;-11,93;0,01;;71,11;-9,95;-9,30;0,37;-75,38;-53,13;55,20;-0,70;1,70;0,08;1,25;;26.191.273,84;-0,85;-0,64;-0,18;179.090.004,96
RDNI3;2,14;;-0,60;0,56;0,08;15,15;-25,10;-42,52;-1,01;-5,98;-4,96;2,77;0,25;0,40;-0,17;1,61;-94,52;-13,32;-15,48;0,14;0,84;0,31;11,10;;24.818,60;3,79;-3,58;0,01;93.667.389,12
RDOR3;40,47;10,61;20,86;3,52;0,84;21,02;16,58;8,19;10,31;10,27;-0,03;-0,01;1,71;2,35;-1,78;3,11;16,87;4,04;11,76;0,24;0,74;0,49;30,58;30,64;270.782.249,58;11,50;1,94;1,03;92.647.671.117,30
RECV3;11,01;8,18;5,21;0,71;0,41;33,99;25,45;18,81;3,85;5,60;1,75;0,32;0,98;4,34;-0,50;2,16;13,59;7,85;9,43;0,58;0,42;0,42;57,21;57,65;39.703.917,74;15,55;2,11;1,09;3.231.128.107,26
REDE3;6,20;5,90;11,25;3,83;0,49;25,11;18,29;7,28;4,48;8,70;4,22;3,61;0,82;6,78;-0,66;1,38;34,03;4,32;13,82;0,13;0,81;0,59;9,82;14,75;18.728,21;1,62;0,55;-1,20;15.922.866.281,80
RENT3;43,44;4,59;27,54;1,94;0,59;26,25;18,34;4,37;6,56;10,97;4,41;1,31;1,20;7,88;-0,77;1,45;7,06;2,13;9,72;0,30;0,70;0,49;29,60;16,29;449.801.970,47;22,36;1,58;5,02;48.837.825.946,80
RENT4;40,60;;25,74;1,82;0,55;26,25;18,34;4,37;6,13;10,97;4,41;1,31;1,12;7,37;-0,72;1,45;7,06;2,13;9,72;0,30;0,70;0,49;29,60;16,29;18.941.843,50;22,36;1,58;4,69;48.837.825.946,80
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;3,23;;-2,36;0,32;0,13;-10,20;-6,53;-36,23;-13,12;-34,31;-21,19;0,52;0,86;-2,32;-0,15;0,58;-13,60;-5,71;-2,63;0,42;0,58;0,16;21,43;;1.615,00;10,05;-1,37;0,01;401.720.052,67
RNEW3;1,02;;-2,24;0,30;0,13;-10,20;-6,53;-36,23;-12,43;-34,31;-21,19;0,52;0,81;-2,19;-0,14;0,58;-13,60;-5,71;-2,63;0,42;0,58;0,16;21,43;;32.579,89;3,35;-0,46;0,01;401.720.052,67
RNEW4;0,92;;-2,02;0,27;0,12;-10,20;-6,53;-36,23;-11,21;-34,31;-21,19;0,52;0,73;-1,98;-0,13;0,58;-13,60;-5,71;-2,63;0,42;0,58;0,16;21,43;;55.221,42;3,35;-0,46;0,01;401.720.052,67
ROMI3;8,00;9,00;7,78;0,61;0,29;27,12;6,38;6,89;8,41;14,58;6,17;0,44;0,54;0,94;-0,72;2,07;7,79;3,72;3,79;0,48;0,52;0,54;9,77;-5,88;1.229.721,00;13,19;1,03;-0,35;745.365.976,00
RPAD3;5,38;0,17;28,31;0,45;0,45;;;;88,07;56,39;-25,11;-0,13;;3,59;-0,51;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;798,50;11,87;0,19;-0,24;421.560.446,66
RPAD5;6,50;17,06;34,21;0,55;0,54;;;;106,41;56,39;-25,11;-0,13;;4,34;-0,62;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;6.677,89;11,87;0,19;-0,29;421.560.446,66
RPAD6;4,50;0,21;23,68;0,38;0,37;;;;73,67;56,39;-25,11;-0,13;;3,01;-0,43;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;15.775,00;11,87;0,19;-0,20;421.560.446,66
RPMG3;2,09;;-0,09;-0,02;0,01;-14,43;-20,96;-19,19;-0,08;-0,05;0,03;;0,02;-0,05;-0,30;0,76;-22,32;-16,12;24,36;-0,72;1,72;0,84;42,58;;3.374,63;-109,81;-24,51;0,00;141.475.504,61
RSID3;1,66;;0,12;-0,03;0,07;28,74;-311,91;327,60;-0,13;-1,46;-1,34;;0,40;-0,11;-0,13;0,45;-28,42;54,91;101,17;-1,93;2,93;0,17;-41,82;;22.257,95;-47,95;13,63;0,00;33.651.858,64
RSUL3;0,00;;0,00;0,00;0,00;41,53;22,29;15,48;0,00;1,32;-0,53;-0,18;0,00;0,00;0,00;2,60;23,91;14,93;13,41;0,62;0,38;0,96;17,77;30,50;;45,12;10,79;0,00;174.316.418,50
